[2017-12-01 11:51:48,544] DEBUG preRegister called. Server=com.sun.jmx.mbeanserver.JmxMBeanServer@66d3c617, name=log4j:logger=state.change.logger (state.change.logger)
[2017-12-01 11:54:44,360] TRACE Controller 0 epoch 1 sending become-leader LeaderAndIsr request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition [__consumer_offsets,16] (state.change.logger)
[2017-12-01 11:54:44,360] TRACE Controller 0 epoch 1 sending become-leader LeaderAndIsr request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition [__consumer_offsets,8] (state.change.logger)
[2017-12-01 11:54:44,360] TRACE Controller 0 epoch 1 sending become-leader LeaderAndIsr request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition [__consumer_offsets,19] (state.change.logger)
[2017-12-01 11:54:44,360] TRACE Controller 0 epoch 1 sending become-leader LeaderAndIsr request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition [__consumer_offsets,2] (state.change.logger)
[2017-12-01 11:54:44,360] TRACE Controller 0 epoch 1 sending become-leader LeaderAndIsr request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition [__consumer_offsets,13] (state.change.logger)
[2017-12-01 11:54:44,360] TRACE Controller 0 epoch 1 sending become-leader LeaderAndIsr request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition [__consumer_offsets,24] (state.change.logger)
[2017-12-01 11:54:44,360] TRACE Controller 0 epoch 1 sending become-leader LeaderAndIsr request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition [__consumer_offsets,46] (state.change.logger)
[2017-12-01 11:54:44,360] TRACE Controller 0 epoch 1 sending become-leader LeaderAndIsr request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition [__consumer_offsets,35] (state.change.logger)
[2017-12-01 11:54:44,360] TRACE Controller 0 epoch 1 sending become-leader LeaderAndIsr request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition [__consumer_offsets,5] (state.change.logger)
[2017-12-01 11:54:44,360] TRACE Controller 0 epoch 1 sending become-leader LeaderAndIsr request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition [__consumer_offsets,43] (state.change.logger)
[2017-12-01 11:54:44,360] TRACE Controller 0 epoch 1 sending become-leader LeaderAndIsr request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition [__consumer_offsets,21] (state.change.logger)
[2017-12-01 11:54:44,360] TRACE Controller 0 epoch 1 sending become-leader LeaderAndIsr request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition [__consumer_offsets,32] (state.change.logger)
[2017-12-01 11:54:44,360] TRACE Controller 0 epoch 1 sending become-leader LeaderAndIsr request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition [__consumer_offsets,10] (state.change.logger)
[2017-12-01 11:54:44,360] TRACE Controller 0 epoch 1 sending become-leader LeaderAndIsr request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition [__consumer_offsets,37] (state.change.logger)
[2017-12-01 11:54:44,360] TRACE Controller 0 epoch 1 sending become-leader LeaderAndIsr request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition [__consumer_offsets,48] (state.change.logger)
[2017-12-01 11:54:44,360] TRACE Controller 0 epoch 1 sending become-leader LeaderAndIsr request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition [__consumer_offsets,29] (state.change.logger)
[2017-12-01 11:54:44,360] TRACE Controller 0 epoch 1 sending become-leader LeaderAndIsr request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition [__consumer_offsets,40] (state.change.logger)
[2017-12-01 11:54:44,360] TRACE Controller 0 epoch 1 sending become-leader LeaderAndIsr request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition [__consumer_offsets,18] (state.change.logger)
[2017-12-01 11:54:44,360] TRACE Controller 0 epoch 1 sending become-leader LeaderAndIsr request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition [__consumer_offsets,7] (state.change.logger)
[2017-12-01 11:54:44,360] TRACE Controller 0 epoch 1 sending become-leader LeaderAndIsr request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition [__consumer_offsets,23] (state.change.logger)
[2017-12-01 11:54:44,360] TRACE Controller 0 epoch 1 sending become-leader LeaderAndIsr request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition [__consumer_offsets,34] (state.change.logger)
[2017-12-01 11:54:44,360] TRACE Controller 0 epoch 1 sending become-leader LeaderAndIsr request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition [__consumer_offsets,45] (state.change.logger)
[2017-12-01 11:54:44,360] TRACE Controller 0 epoch 1 sending become-leader LeaderAndIsr request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition [__consumer_offsets,26] (state.change.logger)
[2017-12-01 11:54:44,360] TRACE Controller 0 epoch 1 sending become-leader LeaderAndIsr request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition [__consumer_offsets,15] (state.change.logger)
[2017-12-01 11:54:44,360] TRACE Controller 0 epoch 1 sending become-leader LeaderAndIsr request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition [__consumer_offsets,4] (state.change.logger)
[2017-12-01 11:54:44,360] TRACE Controller 0 epoch 1 sending become-leader LeaderAndIsr request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition [__consumer_offsets,42] (state.change.logger)
[2017-12-01 11:54:44,360] TRACE Controller 0 epoch 1 sending become-leader LeaderAndIsr request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition [__consumer_offsets,20] (state.change.logger)
[2017-12-01 11:54:44,360] TRACE Controller 0 epoch 1 sending become-leader LeaderAndIsr request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition [__consumer_offsets,31] (state.change.logger)
[2017-12-01 11:54:44,360] TRACE Controller 0 epoch 1 sending become-leader LeaderAndIsr request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition [__consumer_offsets,9] (state.change.logger)
[2017-12-01 11:54:44,361] TRACE Controller 0 epoch 1 sending become-leader LeaderAndIsr request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition [__consumer_offsets,12] (state.change.logger)
[2017-12-01 11:54:44,361] TRACE Controller 0 epoch 1 sending become-leader LeaderAndIsr request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition [__consumer_offsets,1] (state.change.logger)
[2017-12-01 11:54:44,361] TRACE Controller 0 epoch 1 sending become-leader LeaderAndIsr request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition [__consumer_offsets,17] (state.change.logger)
[2017-12-01 11:54:44,361] TRACE Controller 0 epoch 1 sending become-leader LeaderAndIsr request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition [__consumer_offsets,28] (state.change.logger)
[2017-12-01 11:54:44,361] TRACE Controller 0 epoch 1 sending become-leader LeaderAndIsr request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition [__consumer_offsets,6] (state.change.logger)
[2017-12-01 11:54:44,361] TRACE Controller 0 epoch 1 sending become-leader LeaderAndIsr request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition [__consumer_offsets,39] (state.change.logger)
[2017-12-01 11:54:44,361] TRACE Controller 0 epoch 1 sending become-leader LeaderAndIsr request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition [__consumer_offsets,44] (state.change.logger)
[2017-12-01 11:54:44,361] TRACE Controller 0 epoch 1 sending become-leader LeaderAndIsr request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition [__consumer_offsets,47] (state.change.logger)
[2017-12-01 11:54:44,361] TRACE Controller 0 epoch 1 sending become-leader LeaderAndIsr request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition [__consumer_offsets,36] (state.change.logger)
[2017-12-01 11:54:44,361] TRACE Controller 0 epoch 1 sending become-leader LeaderAndIsr request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition [__consumer_offsets,3] (state.change.logger)
[2017-12-01 11:54:44,361] TRACE Controller 0 epoch 1 sending become-leader LeaderAndIsr request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition [__consumer_offsets,14] (state.change.logger)
[2017-12-01 11:54:44,361] TRACE Controller 0 epoch 1 sending become-leader LeaderAndIsr request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition [__consumer_offsets,25] (state.change.logger)
[2017-12-01 11:54:44,361] TRACE Controller 0 epoch 1 sending become-leader LeaderAndIsr request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition [__consumer_offsets,30] (state.change.logger)
[2017-12-01 11:54:44,361] TRACE Controller 0 epoch 1 sending become-leader LeaderAndIsr request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition [__consumer_offsets,41] (state.change.logger)
[2017-12-01 11:54:44,361] TRACE Controller 0 epoch 1 sending become-leader LeaderAndIsr request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition [__consumer_offsets,22] (state.change.logger)
[2017-12-01 11:54:44,361] TRACE Controller 0 epoch 1 sending become-leader LeaderAndIsr request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition [__consumer_offsets,33] (state.change.logger)
[2017-12-01 11:54:44,361] TRACE Controller 0 epoch 1 sending become-leader LeaderAndIsr request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition [__consumer_offsets,11] (state.change.logger)
[2017-12-01 11:54:44,361] TRACE Controller 0 epoch 1 sending become-leader LeaderAndIsr request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition [__consumer_offsets,0] (state.change.logger)
[2017-12-01 11:54:44,363] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to brokers Set(0) for partition __consumer_offsets-49 (state.change.logger)
[2017-12-01 11:54:44,363] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to brokers Set(0) for partition __consumer_offsets-38 (state.change.logger)
[2017-12-01 11:54:44,363] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to brokers Set(0) for partition __consumer_offsets-27 (state.change.logger)
[2017-12-01 11:54:44,363] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to brokers Set(0) for partition __consumer_offsets-16 (state.change.logger)
[2017-12-01 11:54:44,363] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to brokers Set(0) for partition __consumer_offsets-8 (state.change.logger)
[2017-12-01 11:54:44,363] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to brokers Set(0) for partition __consumer_offsets-19 (state.change.logger)
[2017-12-01 11:54:44,363] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to brokers Set(0) for partition __consumer_offsets-2 (state.change.logger)
[2017-12-01 11:54:44,363] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to brokers Set(0) for partition __consumer_offsets-13 (state.change.logger)
[2017-12-01 11:54:44,363] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to brokers Set(0) for partition __consumer_offsets-24 (state.change.logger)
[2017-12-01 11:54:44,363] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to brokers Set(0) for partition __consumer_offsets-46 (state.change.logger)
[2017-12-01 11:54:44,363] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to brokers Set(0) for partition __consumer_offsets-35 (state.change.logger)
[2017-12-01 11:54:44,363] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to brokers Set(0) for partition __consumer_offsets-5 (state.change.logger)
[2017-12-01 11:54:44,363] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to brokers Set(0) for partition __consumer_offsets-43 (state.change.logger)
[2017-12-01 11:54:44,364] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to brokers Set(0) for partition __consumer_offsets-21 (state.change.logger)
[2017-12-01 11:54:44,364] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to brokers Set(0) for partition __consumer_offsets-32 (state.change.logger)
[2017-12-01 11:54:44,364] TRACE Broker 0 received LeaderAndIsr request PartitionState(controllerEpoch=1, leader=0, leaderEpoch=0, isr=[0], zkVersion=0, replicas=[0]) correlation id 3 from controller 0 epoch 1 for partition [__consumer_offsets,13] (state.change.logger)
[2017-12-01 11:54:44,364] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to brokers Set(0) for partition __consumer_offsets-10 (state.change.logger)
[2017-12-01 11:54:44,364] TRACE Broker 0 received LeaderAndIsr request PartitionState(controllerEpoch=1, leader=0, leaderEpoch=0, isr=[0], zkVersion=0, replicas=[0]) correlation id 3 from controller 0 epoch 1 for partition [__consumer_offsets,46] (state.change.logger)
[2017-12-01 11:54:44,364] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to brokers Set(0) for partition __consumer_offsets-37 (state.change.logger)
[2017-12-01 11:54:44,364] TRACE Broker 0 received LeaderAndIsr request PartitionState(controllerEpoch=1, leader=0, leaderEpoch=0, isr=[0], zkVersion=0, replicas=[0]) correlation id 3 from controller 0 epoch 1 for partition [__consumer_offsets,9] (state.change.logger)
[2017-12-01 11:54:44,364] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to brokers Set(0) for partition __consumer_offsets-48 (state.change.logger)
[2017-12-01 11:54:44,364] TRACE Broker 0 received LeaderAndIsr request PartitionState(controllerEpoch=1, leader=0, leaderEpoch=0, isr=[0], zkVersion=0, replicas=[0]) correlation id 3 from controller 0 epoch 1 for partition [__consumer_offsets,42] (state.change.logger)
[2017-12-01 11:54:44,364] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to brokers Set(0) for partition __consumer_offsets-29 (state.change.logger)
[2017-12-01 11:54:44,364] TRACE Broker 0 received LeaderAndIsr request PartitionState(controllerEpoch=1, leader=0, leaderEpoch=0, isr=[0], zkVersion=0, replicas=[0]) correlation id 3 from controller 0 epoch 1 for partition [__consumer_offsets,21] (state.change.logger)
[2017-12-01 11:54:44,364] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to brokers Set(0) for partition __consumer_offsets-40 (state.change.logger)
[2017-12-01 11:54:44,364] TRACE Broker 0 received LeaderAndIsr request PartitionState(controllerEpoch=1, leader=0, leaderEpoch=0, isr=[0], zkVersion=0, replicas=[0]) correlation id 3 from controller 0 epoch 1 for partition [__consumer_offsets,17] (state.change.logger)
[2017-12-01 11:54:44,364] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to brokers Set(0) for partition __consumer_offsets-18 (state.change.logger)
[2017-12-01 11:54:44,364] TRACE Broker 0 received LeaderAndIsr request PartitionState(controllerEpoch=1, leader=0, leaderEpoch=0, isr=[0], zkVersion=0, replicas=[0]) correlation id 3 from controller 0 epoch 1 for partition [__consumer_offsets,30] (state.change.logger)
[2017-12-01 11:54:44,364] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to brokers Set(0) for partition __consumer_offsets-7 (state.change.logger)
[2017-12-01 11:54:44,364] TRACE Broker 0 received LeaderAndIsr request PartitionState(controllerEpoch=1, leader=0, leaderEpoch=0, isr=[0], zkVersion=0, replicas=[0]) correlation id 3 from controller 0 epoch 1 for partition [__consumer_offsets,26] (state.change.logger)
[2017-12-01 11:54:44,364] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to brokers Set(0) for partition __consumer_offsets-23 (state.change.logger)
[2017-12-01 11:54:44,364] TRACE Broker 0 received LeaderAndIsr request PartitionState(controllerEpoch=1, leader=0, leaderEpoch=0, isr=[0], zkVersion=0, replicas=[0]) correlation id 3 from controller 0 epoch 1 for partition [__consumer_offsets,5] (state.change.logger)
[2017-12-01 11:54:44,364] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to brokers Set(0) for partition __consumer_offsets-34 (state.change.logger)
[2017-12-01 11:54:44,364] TRACE Broker 0 received LeaderAndIsr request PartitionState(controllerEpoch=1, leader=0, leaderEpoch=0, isr=[0], zkVersion=0, replicas=[0]) correlation id 3 from controller 0 epoch 1 for partition [__consumer_offsets,38] (state.change.logger)
[2017-12-01 11:54:44,364] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to brokers Set(0) for partition __consumer_offsets-45 (state.change.logger)
[2017-12-01 11:54:44,364] TRACE Broker 0 received LeaderAndIsr request PartitionState(controllerEpoch=1, leader=0, leaderEpoch=0, isr=[0], zkVersion=0, replicas=[0]) correlation id 3 from controller 0 epoch 1 for partition [__consumer_offsets,1] (state.change.logger)
[2017-12-01 11:54:44,364] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to brokers Set(0) for partition __consumer_offsets-26 (state.change.logger)
[2017-12-01 11:54:44,364] TRACE Broker 0 received LeaderAndIsr request PartitionState(controllerEpoch=1, leader=0, leaderEpoch=0, isr=[0], zkVersion=0, replicas=[0]) correlation id 3 from controller 0 epoch 1 for partition [__consumer_offsets,34] (state.change.logger)
[2017-12-01 11:54:44,364] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to brokers Set(0) for partition __consumer_offsets-15 (state.change.logger)
[2017-12-01 11:54:44,364] TRACE Broker 0 received LeaderAndIsr request PartitionState(controllerEpoch=1, leader=0, leaderEpoch=0, isr=[0], zkVersion=0, replicas=[0]) correlation id 3 from controller 0 epoch 1 for partition [__consumer_offsets,16] (state.change.logger)
[2017-12-01 11:54:44,364] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to brokers Set(0) for partition __consumer_offsets-4 (state.change.logger)
[2017-12-01 11:54:44,364] TRACE Broker 0 received LeaderAndIsr request PartitionState(controllerEpoch=1, leader=0, leaderEpoch=0, isr=[0], zkVersion=0, replicas=[0]) correlation id 3 from controller 0 epoch 1 for partition [__consumer_offsets,45] (state.change.logger)
[2017-12-01 11:54:44,364] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to brokers Set(0) for partition __consumer_offsets-42 (state.change.logger)
[2017-12-01 11:54:44,364] TRACE Broker 0 received LeaderAndIsr request PartitionState(controllerEpoch=1, leader=0, leaderEpoch=0, isr=[0], zkVersion=0, replicas=[0]) correlation id 3 from controller 0 epoch 1 for partition [__consumer_offsets,12] (state.change.logger)
[2017-12-01 11:54:44,364] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to brokers Set(0) for partition __consumer_offsets-20 (state.change.logger)
[2017-12-01 11:54:44,364] TRACE Broker 0 received LeaderAndIsr request PartitionState(controllerEpoch=1, leader=0, leaderEpoch=0, isr=[0], zkVersion=0, replicas=[0]) correlation id 3 from controller 0 epoch 1 for partition [__consumer_offsets,41] (state.change.logger)
[2017-12-01 11:54:44,364] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to brokers Set(0) for partition __consumer_offsets-31 (state.change.logger)
[2017-12-01 11:54:44,364] TRACE Broker 0 received LeaderAndIsr request PartitionState(controllerEpoch=1, leader=0, leaderEpoch=0, isr=[0], zkVersion=0, replicas=[0]) correlation id 3 from controller 0 epoch 1 for partition [__consumer_offsets,24] (state.change.logger)
[2017-12-01 11:54:44,364] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to brokers Set(0) for partition __consumer_offsets-9 (state.change.logger)
[2017-12-01 11:54:44,364] TRACE Broker 0 received LeaderAndIsr request PartitionState(controllerEpoch=1, leader=0, leaderEpoch=0, isr=[0], zkVersion=0, replicas=[0]) correlation id 3 from controller 0 epoch 1 for partition [__consumer_offsets,20] (state.change.logger)
[2017-12-01 11:54:44,364] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to brokers Set(0) for partition __consumer_offsets-12 (state.change.logger)
[2017-12-01 11:54:44,364] TRACE Broker 0 received LeaderAndIsr request PartitionState(controllerEpoch=1, leader=0, leaderEpoch=0, isr=[0], zkVersion=0, replicas=[0]) correlation id 3 from controller 0 epoch 1 for partition [__consumer_offsets,49] (state.change.logger)
[2017-12-01 11:54:44,364] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to brokers Set(0) for partition __consumer_offsets-1 (state.change.logger)
[2017-12-01 11:54:44,364] TRACE Broker 0 received LeaderAndIsr request PartitionState(controllerEpoch=1, leader=0, leaderEpoch=0, isr=[0], zkVersion=0, replicas=[0]) correlation id 3 from controller 0 epoch 1 for partition [__consumer_offsets,0] (state.change.logger)
[2017-12-01 11:54:44,364] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to brokers Set(0) for partition __consumer_offsets-17 (state.change.logger)
[2017-12-01 11:54:44,364] TRACE Broker 0 received LeaderAndIsr request PartitionState(controllerEpoch=1, leader=0, leaderEpoch=0, isr=[0], zkVersion=0, replicas=[0]) correlation id 3 from controller 0 epoch 1 for partition [__consumer_offsets,29] (state.change.logger)
[2017-12-01 11:54:44,364] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to brokers Set(0) for partition __consumer_offsets-28 (state.change.logger)
[2017-12-01 11:54:44,364] TRACE Broker 0 received LeaderAndIsr request PartitionState(controllerEpoch=1, leader=0, leaderEpoch=0, isr=[0], zkVersion=0, replicas=[0]) correlation id 3 from controller 0 epoch 1 for partition [__consumer_offsets,25] (state.change.logger)
[2017-12-01 11:54:44,364] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to brokers Set(0) for partition __consumer_offsets-6 (state.change.logger)
[2017-12-01 11:54:44,365] TRACE Broker 0 received LeaderAndIsr request PartitionState(controllerEpoch=1, leader=0, leaderEpoch=0, isr=[0], zkVersion=0, replicas=[0]) correlation id 3 from controller 0 epoch 1 for partition [__consumer_offsets,8] (state.change.logger)
[2017-12-01 11:54:44,365] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to brokers Set(0) for partition __consumer_offsets-39 (state.change.logger)
[2017-12-01 11:54:44,365] TRACE Broker 0 received LeaderAndIsr request PartitionState(controllerEpoch=1, leader=0, leaderEpoch=0, isr=[0], zkVersion=0, replicas=[0]) correlation id 3 from controller 0 epoch 1 for partition [__consumer_offsets,37] (state.change.logger)
[2017-12-01 11:54:44,365] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to brokers Set(0) for partition __consumer_offsets-44 (state.change.logger)
[2017-12-01 11:54:44,365] TRACE Broker 0 received LeaderAndIsr request PartitionState(controllerEpoch=1, leader=0, leaderEpoch=0, isr=[0], zkVersion=0, replicas=[0]) correlation id 3 from controller 0 epoch 1 for partition [__consumer_offsets,4] (state.change.logger)
[2017-12-01 11:54:44,365] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to brokers Set(0) for partition __consumer_offsets-47 (state.change.logger)
[2017-12-01 11:54:44,365] TRACE Broker 0 received LeaderAndIsr request PartitionState(controllerEpoch=1, leader=0, leaderEpoch=0, isr=[0], zkVersion=0, replicas=[0]) correlation id 3 from controller 0 epoch 1 for partition [__consumer_offsets,33] (state.change.logger)
[2017-12-01 11:54:44,365] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to brokers Set(0) for partition __consumer_offsets-36 (state.change.logger)
[2017-12-01 11:54:44,365] TRACE Broker 0 received LeaderAndIsr request PartitionState(controllerEpoch=1, leader=0, leaderEpoch=0, isr=[0], zkVersion=0, replicas=[0]) correlation id 3 from controller 0 epoch 1 for partition [__consumer_offsets,15] (state.change.logger)
[2017-12-01 11:54:44,365] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to brokers Set(0) for partition __consumer_offsets-3 (state.change.logger)
[2017-12-01 11:54:44,365] TRACE Broker 0 received LeaderAndIsr request PartitionState(controllerEpoch=1, leader=0, leaderEpoch=0, isr=[0], zkVersion=0, replicas=[0]) correlation id 3 from controller 0 epoch 1 for partition [__consumer_offsets,48] (state.change.logger)
[2017-12-01 11:54:44,365] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to brokers Set(0) for partition __consumer_offsets-14 (state.change.logger)
[2017-12-01 11:54:44,365] TRACE Broker 0 received LeaderAndIsr request PartitionState(controllerEpoch=1, leader=0, leaderEpoch=0, isr=[0], zkVersion=0, replicas=[0]) correlation id 3 from controller 0 epoch 1 for partition [__consumer_offsets,11] (state.change.logger)
